Date,Product_Name,Brand,Category_Type,Price_INR,Marketing_Spend_INR,Event_Type,Units_Sold
2024-06-02,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4492.0,Wedding Season,129
2024-06-03,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4313.0,Wedding Season,111
2024-06-04,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2530.0,Wedding Season,104
2024-06-05,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1395.0,Wedding Season,111
2024-06-06,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3633.0,Wedding Season,107
2024-06-07,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4037.0,Wedding Season,86
2024-06-08,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3220.0,Wedding Season,119
2024-06-09,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1807.0,Wedding Season,141
2024-06-10,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3750.0,Wedding Season,115
2024-06-11,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2686.0,Wedding Season,93
2024-06-12,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3278.0,Wedding Season,116
2024-06-13,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3055.0,Wedding Season,88
2024-06-14,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2686.0,Wedding Season,107
2024-06-15,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1434.0,Wedding Season,130
2024-06-16,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3934.0,Wedding Season,131
2024-06-17,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4788.0,Wedding Season,93
2024-06-18,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4738.0,Wedding Season,97
2024-06-19,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1334.0,Wedding Season,115
2024-06-20,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4754.0,Wedding Season,100
2024-06-21,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1813.0,Wedding Season,118
2024-06-22,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4945.0,Wedding Season,123
2024-06-23,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1399.0,Wedding Season,127
2024-06-24,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3940.0,Wedding Season,96
2024-06-25,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3978.0,Wedding Season,111
2024-06-26,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4050.0,Wedding Season,114
2024-06-27,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1317.0,Wedding Season,110
2024-06-28,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4714.0,Wedding Season,117
2024-06-29,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3750.0,Wedding Season,132
2024-06-30,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2561.0,Wedding Season,125
2024-07-01,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1508.0,Normal Day,131
2024-07-02,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3718.0,Normal Day,136
2024-07-03,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2639.0,Normal Day,131
2024-07-04,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3069.0,Normal Day,144
2024-07-05,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3084.0,Normal Day,138
2024-07-06,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2207.0,Normal Day,150
2024-07-07,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4427.0,Normal Day,179
2024-07-08,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3429.0,Normal Day,139
2024-07-09,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3545.0,Normal Day,124
2024-07-10,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3347.0,Normal Day,134
2024-07-11,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2256.0,Normal Day,125
2024-07-12,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1435.0,Normal Day,138
2024-07-13,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1682.0,Normal Day,161
2024-07-14,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1794.0,Normal Day,168
2024-07-15,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1235.0,Normal Day,128
2024-07-16,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3361.0,Normal Day,126
2024-07-17,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3312.0,Normal Day,142
2024-07-18,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1970.0,Normal Day,139
2024-07-19,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2771.0,Normal Day,137
2024-07-20,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3921.0,Normal Day,140
2024-07-21,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1882.0,Normal Day,161
2024-07-22,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2020.0,Normal Day,135
2024-07-23,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1494.0,Normal Day,131
2024-07-24,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1375.0,Normal Day,141
2024-07-25,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1039.0,Normal Day,136
2024-07-26,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1668.0,Normal Day,146
2024-07-27,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1811.0,Normal Day,153
2024-07-28,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4210.0,Normal Day,178
2024-07-29,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2797.0,Normal Day,148
2024-07-30,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1066.0,Normal Day,119
2024-07-31,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2420.0,Normal Day,123
2024-08-01,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1488.0,Normal Day,146
2024-08-02,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2269.0,Normal Day,120
2024-08-03,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3418.0,Normal Day,160
2024-08-04,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1009.0,Normal Day,171
2024-08-05,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1980.0,Normal Day,135
2024-08-06,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4143.0,Normal Day,147
2024-08-07,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2238.0,Normal Day,147
2024-08-08,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1522.0,Normal Day,139
2024-08-09,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4877.0,Normal Day,134
2024-08-10,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1894.0,Normal Day,140
2024-08-11,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2560.0,Normal Day,174
2024-08-12,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2332.0,Normal Day,134
2024-08-13,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,263,7952.0,National Sale,342
2024-08-14,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,263,4066.0,National Sale,328
2024-08-15,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,263,5416.0,National Sale,330
2024-08-16,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3656.0,Normal Day,153
2024-08-17,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1934.0,Normal Day,163
2024-08-18,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3787.0,Normal Day,158
2024-08-19,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1372.0,Raksha Bandhan,169
2024-08-20,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2025.0,Normal Day,122
2024-08-21,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1552.0,Normal Day,124
2024-08-22,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4452.0,Normal Day,143
2024-08-23,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4200.0,Normal Day,132
2024-08-24,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2128.0,Normal Day,147
2024-08-25,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2338.0,Normal Day,176
2024-08-26,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2159.0,Normal Day,131
2024-08-27,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4911.0,Normal Day,154
2024-08-28,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3612.0,Normal Day,137
2024-08-29,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4808.0,Normal Day,136
2024-08-30,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1095.0,Normal Day,156
2024-08-31,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2972.0,Normal Day,154
2024-09-01,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4337.0,Normal Day,173
2024-09-02,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4098.0,Normal Day,128
2024-09-03,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1643.0,Normal Day,126
2024-09-04,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3392.0,Normal Day,142
2024-09-05,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2891.0,Normal Day,150
2024-09-06,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1621.0,Normal Day,136
2024-09-07,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2570.0,Normal Day,146
2024-09-08,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4378.0,Normal Day,159
2024-09-09,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4810.0,Normal Day,146
2024-09-10,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3057.0,Normal Day,139
2024-09-11,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4953.0,Normal Day,147
2024-09-12,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4138.0,Normal Day,150
2024-09-13,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4863.0,Normal Day,128
2024-09-14,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4899.0,Normal Day,169
2024-09-15,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4433.0,Normal Day,180
2024-09-16,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2913.0,Normal Day,151
2024-09-17,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3302.0,Normal Day,128
2024-09-18,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3129.0,Normal Day,137
2024-09-19,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2485.0,Normal Day,128
2024-09-20,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3801.0,Normal Day,150
2024-09-21,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4009.0,Normal Day,159
2024-09-22,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1125.0,Normal Day,178
2024-09-23,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1179.0,Normal Day,148
2024-09-24,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4588.0,Normal Day,141
2024-09-25,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2760.0,Normal Day,139
2024-09-26,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1456.0,Normal Day,141
2024-09-27,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3489.0,Normal Day,143
2024-09-28,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1466.0,Normal Day,163
2024-09-29,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3839.0,Normal Day,186
2024-09-30,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3076.0,Normal Day,145
2024-10-01,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,263,7068.0,National Sale,235
2024-10-02,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,263,8940.0,National Sale,245
2024-10-03,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,263,2604.0,National Sale,229
2024-10-04,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3135.0,Normal Day,103
2024-10-05,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4372.0,Normal Day,121
2024-10-06,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1234.0,Normal Day,121
2024-10-07,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4018.0,Normal Day,95
2024-10-08,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4377.0,Normal Day,84
2024-10-09,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4730.0,Normal Day,96
2024-10-10,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1980.0,Normal Day,82
2024-10-11,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1399.0,Normal Day,94
2024-10-12,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3701.0,Normal Day,108
2024-10-13,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4962.0,Normal Day,121
2024-10-14,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1339.0,Normal Day,83
2024-10-15,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4207.0,Normal Day,80
2024-10-16,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1971.0,Normal Day,78
2024-10-17,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4536.0,Normal Day,105
2024-10-18,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3742.0,Normal Day,93
2024-10-19,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3278.0,Normal Day,95
2024-10-20,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2009.0,Normal Day,116
2024-10-21,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3897.0,Normal Day,87
2024-10-22,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1373.0,Normal Day,105
2024-10-23,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2501.0,Normal Day,85
2024-10-24,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1614.0,Normal Day,86
2024-10-25,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4274.0,Normal Day,90
2024-10-26,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4382.0,Normal Day,98
2024-10-27,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1081.0,Normal Day,115
2024-10-28,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1417.0,Normal Day,102
2024-10-29,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,263,2726.0,Diwali,154
2024-10-30,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,263,7636.0,Diwali,165
2024-10-31,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,263,9522.0,Diwali,154
2024-11-01,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,263,8420.0,Diwali,138
2024-11-02,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1864.0,Wedding Season,107
2024-11-03,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3912.0,Wedding Season,133
2024-11-04,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4492.0,Wedding Season,116
2024-11-05,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2918.0,Wedding Season,119
2024-11-06,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4212.0,Wedding Season,103
2024-11-07,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1846.0,Wedding Season,97
2024-11-08,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1113.0,Wedding Season,103
2024-11-09,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1896.0,Wedding Season,122
2024-11-10,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2015.0,Wedding Season,131
2024-11-11,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4499.0,Wedding Season,122
2024-11-12,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4105.0,Wedding Season,117
2024-11-13,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2690.0,Wedding Season,97
2024-11-14,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1837.0,Wedding Season,107
2024-11-15,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4152.0,Wedding Season,85
2024-11-16,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3393.0,Wedding Season,112
2024-11-17,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2551.0,Wedding Season,134
2024-11-18,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2931.0,Wedding Season,100
2024-11-19,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4388.0,Wedding Season,110
2024-11-20,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2570.0,Wedding Season,97
2024-11-21,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3966.0,Wedding Season,106
2024-11-22,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2511.0,Wedding Season,119
2024-11-23,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1030.0,Wedding Season,119
2024-11-24,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1367.0,Wedding Season,137
2024-11-25,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2400.0,Wedding Season,124
2024-11-26,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1173.0,Wedding Season,109
2024-11-27,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2792.0,Wedding Season,92
2024-11-28,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4023.0,Wedding Season,96
2024-11-29,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3940.0,Wedding Season,123
2024-11-30,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4031.0,Wedding Season,126
2024-12-01,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2511.0,Wedding Season,153
2024-12-02,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1826.0,Wedding Season,97
2024-12-03,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3693.0,Wedding Season,100
2024-12-04,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1685.0,Wedding Season,107
2024-12-05,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3785.0,Wedding Season,117
2024-12-06,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4979.0,Wedding Season,105
2024-12-07,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2997.0,Wedding Season,120
2024-12-08,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2708.0,Wedding Season,133
2024-12-09,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3158.0,Wedding Season,111
2024-12-10,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3925.0,Wedding Season,107
2024-12-11,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4932.0,Wedding Season,114
2024-12-12,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2827.0,Wedding Season,105
2024-12-13,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3010.0,Wedding Season,91
2024-12-14,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3434.0,Wedding Season,129
2024-12-15,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4615.0,Wedding Season,135
2024-12-16,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1189.0,Wedding Season,107
2024-12-17,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1954.0,Wedding Season,111
2024-12-18,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2569.0,Wedding Season,111
2024-12-19,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2150.0,Wedding Season,87
2024-12-20,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2568.0,Wedding Season,105
2024-12-21,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4652.0,Wedding Season,116
2024-12-22,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2222.0,Wedding Season,123
2024-12-23,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2430.0,Wedding Season,93
2024-12-24,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4827.0,Wedding Season,123
2024-12-25,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3388.0,Wedding Season,95
2024-12-26,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4862.0,Wedding Season,111
2024-12-27,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2344.0,Wedding Season,82
2024-12-28,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1766.0,Wedding Season,119
2024-12-29,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4790.0,Wedding Season,128
2024-12-30,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1766.0,Wedding Season,113
2024-12-31,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1301.0,Wedding Season,96
2025-01-01,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1198.0,Wedding Season,96
2025-01-02,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2011.0,Wedding Season,98
2025-01-03,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4117.0,Wedding Season,97
2025-01-04,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3361.0,Wedding Season,116
2025-01-05,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4193.0,Wedding Season,131
2025-01-06,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1236.0,Wedding Season,103
2025-01-07,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2891.0,Wedding Season,109
2025-01-08,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2992.0,Wedding Season,97
2025-01-09,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2229.0,Wedding Season,112
2025-01-10,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1716.0,Wedding Season,99
2025-01-11,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3365.0,Wedding Season,143
2025-01-12,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2867.0,Wedding Season,126
2025-01-13,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2460.0,Wedding Season,107
2025-01-14,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2964.0,Wedding Season,115
2025-01-15,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3497.0,Wedding Season,103
2025-01-16,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1206.0,Wedding Season,111
2025-01-17,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4862.0,Wedding Season,116
2025-01-18,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1763.0,Wedding Season,132
2025-01-19,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2419.0,Wedding Season,122
2025-01-20,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3902.0,Wedding Season,98
2025-01-21,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1105.0,Wedding Season,102
2025-01-22,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1816.0,Wedding Season,106
2025-01-23,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,4169.0,Wedding Season,125
2025-01-24,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,263,2344.0,National Sale,232
2025-01-25,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,263,8550.0,National Sale,285
2025-01-26,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,263,9540.0,National Sale,293
2025-01-27,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2566.0,Wedding Season,104
2025-01-28,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3162.0,Wedding Season,122
2025-01-29,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3226.0,Wedding Season,95
2025-01-30,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2407.0,Wedding Season,116
2025-01-31,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3145.0,Wedding Season,116
2025-02-01,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,3560.0,Wedding Season,118
2025-02-02,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2319.0,Wedding Season,120
2025-02-03,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2577.0,Wedding Season,110
2025-02-04,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1782.0,Wedding Season,111
2025-02-05,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2679.0,Wedding Season,124
2025-02-06,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2308.0,Wedding Season,99
2025-02-07,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1421.0,Wedding Season,79
2025-02-08,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1610.0,Wedding Season,127
2025-02-09,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1295.0,Wedding Season,134
2025-02-10,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1563.0,Wedding Season,94
2025-02-11,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,2468.0,Wedding Season,110
2025-02-12,H&S Anti-Hairfall (340ml),Head & Shoulders,Monsoon,310,1973.0,Wedding Season,89
